고운동물병원,044-865-9575,세종특별자치시 고운서길 19 스마트큐브1 1층,37.548536,126.9330609,
세종다온동물병원,044-865-7579,세종특별자치시 한누리대로 2012 코끼리타워 2층 206호,,,
바른동물병원,044-866-7975,세종특별자치시 다정중앙로 51 더다정빌딩 204호,,,월~금 09:30 ~ 20:00
세종종합동물병원,044-868-8275,세종특별자치시 조치원읍 새내로 81-2 1층,36.601621,127.2983811,월~토 10:00 ~ 20:00
서울동물의료센터,044-865-7005,세종특별자치시 보듬7로 78 2층,,,매일 00:00 ~ 24:00
도담동물병원,044-867-2727,세종특별자치시 보듬3로 6 라온프라이빗시티2차  210호,,,매일 09:00 ~ 21:00
리얼펫동물병원,044-864-7579,세종특별자치시 장군면 은용리 480-2,36.4889557,127.1953441,
착한동물병원,044-868-7583,세종특별자치시 조치원읍 세종로 2335,36.6208498,127.2871603,
햇살가득동물병원,044-865-7975,세종특별자치시 보듬3로 38,,,
티어하임동물병원,044-868-0264,세종특별자치시 새롬중앙로 47 세움빌딩 203호,,,
리버동물의료센터,044-865-7599,세종특별자치시 한누리대로 2264 시티오브드림 205호,,,
우리아이동물메디컬센터,044-867-2727,세종특별자치시 한누리대로 287 202~204호,,,매일 09:00 ~ 22:00
나눔동물병원,044-868-3793,세종특별자치시 절재로 194 세종중앙타운 108호,,,
한빛동물병원,044-864-6397,세종특별자치시 금남면 용포로 72,36.4648935,127.2812353,
24시N동물의료센터,02-919-0075,서울 노원구 노원로 456,37.6574007,127.0667307,매일 10:00 ~ 22:00
혜민동물병원,02-454-8275,서울 강남구 봉은사로57길 59,37.5145452,127.0437252,
웨스턴동물의료센터,02-701-7580,서울 마포구 신촌로 110,37.5551902,126.9380557,매일 00:00 ~ 24:00
서울대학교 수의과대학 동물병원,02-880-8661,서울 관악구 관악로 1,37.459882,126.9519053,월~금 09:00 ~ 15:00
고양이병원 백산동물병원,1644-5653,서울 강남구 논현로86길 22,37.4999946,127.0393429,매일 00:00 ~ 24:00
월드펫동물병원,02-379-7575,서울 종로구 진흥로 477-1,37.6059928,126.9608104,월~금 09:00 ~ 19:00
올리브동물병원,02-391-7502,서울 종로구 자하문로 305,37.599235,126.9589611,매일 10:00 ~ 20:00
누리봄동물병원,02-735-7530,서울 종로구 사직로12길 2,37.5757539,126.9710573,
우리동물병원,02-3676-1191,서울 종로구 지봉로 96-3,37.5786667,127.0156223,
북악동물병원,02-391-4575,서울 종로구 자하문로 293,37.5988401,126.960261,
현대동물병원,033-256-7582,강원 춘천시 춘천로 267,37.8799992,127.7429144,월~토 09:00 ~ 19:00
24시보듬동물병원,033-655-7975,강원 강릉시 경강로 2070,37.753189,128.8939975,매일 09:00 ~ 21:00
누리종합동물병원,033-761-0167,강원 원주시 서원대로 408 광장빌딩 1층,37.3300715,127.9500828,
하슬라동물병원,033-645-7585,강원 강릉시 하슬라로 131,37.7617751,128.873285,월~토 09:00 ~ 20:00
소망동물병원,033-251-6577,강원 춘천시 영서로 2293,37.865445,127.7200327,
AK동물병원,033-242-2112,강원 춘천시 중앙로 127,37.8759155,127.7210196,
열린동물병원,033-743-6466,강원 원주시 만대공원길 8-10,37.3372007,127.9284682,
늘푸른동물종합병원,033-747-7585,강원 원주시 만대로 15,37.3434743,127.9228393,
도그빌 동물병원,,강원 강릉시 율곡로 2858,37.7588094,128.896512,
강남 종합동물병원,033-263-0513,강원 춘천시 우석로 37,37.8629183,127.7499599,
하나동물병원,033-243-7511,강원 춘천시 춘천로 287-1,37.8809905,127.7450572,매일 10:00 ~ 19:00
원주24시스카이동물메디컬센터,033-813-9975,강원 원주시 서원대로 502,37.3248887,127.9582416,
우리동물병원,033-263-7502,강원 춘천시 동내면 춘천순환로 70,37.8552874,127.7516175,
대명동물병원,033-673-4004,강원 양양군 양양읍 남문로 19,38.0736168,128.6201829,
현대종합동물병원,033-763-9297,강원 원주시 지정면 신지정로 153-15,37.359095,127.8160558,월~금 09:00 ~ 20:00 · 점심시간 월~토 12:00 ~ 13:00
일산동물의료원,031-924-7582,경기 고양시 일산서구 대화로 407,37.6823823,126.7538104,월~금 09:30 ~ 19:00
본동물의료센터,031-248-8275,경기 수원시 장안구 송정로 114,37.2953598,127.0098079,매일 00:00 ~ 24:00
안양본동물의료센터,031-396-8275,경기 안양시 동안구 시민대로 370,37.3957928,126.9717506,매일 00:00 ~ 24:00
인덕원종합동물병원,031-426-0075,경기 안양시 동안구 흥안대로 495,37.3982624,126.9763994,
24시숨동물병원,031-548-2475,경기 수원시 권선구 권선로 715,37.2586778,127.0296231,
조은동물병원,054-277-7535,경북 포항시 남구 중흥로 124,36.0120904,129.3496726,
선샤인동물병원,054-453-8585,경북 구미시 송선로 441,36.1383607,128.3093119,
구미옥계동물병원,054-476-7579,경북 구미시 산호대로31길 10,36.1370821,128.4224143,
무양반려동물병원,054-532-7512,경북 상주시 삼백로 105 1층,36.4186268,128.1551491,"월,수,금 09:30 ~ 18:30"
하나로동물병원,054-476-2112,경북 구미시 인동북길 91-1,36.0990441,128.4267839,월~금 10:00 ~ 19:30
고려동물종합병원,055-238-6520,경남 창원시 의창구 지귀로 16,35.2448795,128.649647,
더나은 24시 동물메디컬센터,055-716-1175,경남 거제시 고현로 116-1,34.8873304,128.6252783,
용동물병원,055-286-7511,경남 창원시 성산구 단정로 10 이정빌딩 103호,35.2205922,128.6815801,매일 10:00 ~ 21:00
양산24시에스동물메디컬센터,055-382-2475,"경남 양산시 물금읍 증산역로 174 1,2층 ",35.3083079,129.0102285,
랑스 종합동물병원,055-757-7502,경남 진주시 대신로 259-1,35.1836043,128.116963,
해밀동물의료센터,055-337-6890,경남 김해시 인제로 166 2층,35.2434091,128.9042603,매일 10:00 ~ 20:00
세계로종합동물병원,055-323-8275,경남 김해시 내외중앙로 75,35.2368022,128.8667678,
연합동물병원,055-387-8805,경남 양산시 북안남2길 26,35.3460097,129.0368355,
창원메디컬동물병원,055-282-0119,경남 창원시 성산구 마디미로73번길 25,35.2197116,128.6831732,
유니온동물메디컬센터,055-288-5055,경남 창원시 의창구 원이대로56번길 2-35 2층,35.2582589,128.6326681,
김해동물메디컬센터,055-312-7555,경남 김해시 내외중앙로 68,35.2357841,128.8672041,
이든동물메디컬,055-287-1500,경남 창원시 성산구 마디미서로 46,35.2214781,128.6814436,
거제동물메디컬센터,055-632-7582,경남 거제시 서문로6길 1 타워프라임 2층,34.8883645,128.6203258,매일 09:30 ~ 19:00 · 점심시간 매일 12:00 ~ 13:00
힐스동물병원,055-388-8275,경남 양산시 물금읍 신주3길 8,35.3301264,129.0086728,월~금 09:00 ~ 19:00 · 점심시간 월~토 13:00 ~ 14:00
예스동물의료원,055-754-8275,경남 진주시 진주대로 850,35.1766141,128.0925381,
천안동물의료센터,041-575-5000,충남 천안시 서북구 충무로 155 신승빌딩 1층 102호,36.8070293,127.158391,
아산동물의료센터,041-425-0075,"충남 아산시 용화고길79번길 21 금강빌딩 1층,2층 ",36.7742253,127.0109571,
내포동물의료센터,041-633-8505,"충남 홍성군 홍북읍 청사로174번길 25 성원타워 108,109호 ",36.660275,126.6811263,월~토 09:00 ~ 21:00
굿모닝24시동물병원,041-576-7552,충남 천안시 서북구 쌍용대로 43,36.8012953,127.1313318,
가온동물병원,041-553-5534,충남 천안시 동남구 청수12로 5-27,36.7826519,127.1613184,
천안모아동물병원,041-554-7700,충남 천안시 서북구 불당34길 26 1층 9~11호,36.8182749,127.110726,매일 10:00 ~ 22:00
나우동물의료센터,041-555-2575,충남 천안시 서북구 동서대로 7,36.8241994,127.1244898,
치유동물병원,041-900-7582,충남 천안시 동남구 봉정로 6,36.8027493,127.1394522,
킴스동물의료센터,041-356-2821,충남 당진시 북문로 6,36.8936109,126.6283278,
엔젤동물병원,041-577-0575,충남 천안시 서북구 서부대로 408,36.8036022,127.1277523,"화,수,금 09:30 ~ 19:30 · 점심시간 매일 13:00 ~ 14:00"
고려동물병원,041-557-8575,충남 천안시 동남구 중앙로 281-2,36.8234208,127.1524645,
페트로동물병원,041-555-1075,충남 천안시 서북구 성정중4길 3,36.8278774,127.13352,
케비어동물병원 논산점,041-734-8276,충남 논산시 계백로 1006-3,36.2033792,127.088827,
훈동물병원,041-934-0279,충남 보령시 동현로 12,36.3515693,126.6088542,
서산동물병원,041-667-5525,충남 서산시 안견로 235,36.7778902,126.457463,
메이동물메디컬센터,063-285-7975,전북 전주시 완산구 백제대로 218 1층,35.8123338,127.1236246,
아리랑24시동물의료센터,063-228-5311,전북 전주시 완산구 서원로 294,35.8115751,127.1264989,매일 00:00 ~ 24:00
군산24시제일동물병원,063-461-5079,전북 군산시 진포로 73,35.9749456,126.7330588,
코끼리동물병원,063-245-7975,전북 전주시 완산구 중화산로 100,35.8192217,127.1183412,
서신동물병원,063-253-2747,전북 전주시 완산구 서신로 33,35.8283489,127.1156017,
코끼리동물병원,063-902-7975,전북 전주시 완산구 모악로 4769 1층,35.7950403,127.1321793,
박영재동물병원,063-284-7774,전북 전주시 완산구 전주천서로 111,35.8099993,127.1492005,
올리몰스동물메디컬센터,063-275-7979,"전북 전주시 덕진구 송천중앙로 213 2,3층 ",35.8641292,127.1221127,월~금 09:00 ~ 22:00
산책동물병원 전문서점,,전북 전주시 덕진구 건산로 290,35.8358714,127.1687838,
대학동물병원,063-858-0711,전북 익산시 인북로 139,35.941482,126.9540485,
웰동물병원,063-227-8275,전북 전주시 완산구 서원로 72,35.8133015,127.1224769,
이노동물병원,063-277-0007,전북 완주군 이서면 안전로 153 타워숲 1층,35.8206231,127.0225475,
하나 동물병원,063-253-5677,전북 전주시 덕진구 송천중앙로 17,35.8488059,127.1185551,
행복한동물병원,063-244-0110,전북 전주시 덕진구 건산로 243,35.8347883,127.1636272,
우리동물병원,063-226-3333,전북 전주시 완산구 용머리로 86,35.8061437,127.1194395,
현대동물병원,033-256-7582,강원 춘천시 춘천로 267,37.8799992,127.7429144,월~토 09:00 ~ 19:00
24시보듬동물병원,033-655-7975,강원 강릉시 경강로 2070,37.753189,128.8939975,매일 09:00 ~ 21:00
누리종합동물병원,033-761-0167,강원 원주시 서원대로 408 광장빌딩 1층,37.3300715,127.9500828,
하슬라동물병원,033-645-7585,강원 강릉시 하슬라로 131,37.7617751,128.873285,월~토 09:00 ~ 20:00
소망동물병원,033-251-6577,강원 춘천시 영서로 2293,37.865445,127.7200327,
AK동물병원,033-242-2112,강원 춘천시 중앙로 127,37.8759155,127.7210196,
열린동물병원,033-743-6466,강원 원주시 만대공원길 8-10,37.3372007,127.9284682,
늘푸른동물종합병원,033-747-7585,강원 원주시 만대로 15,37.3434743,127.9228393,
도그빌 동물병원,,강원 강릉시 율곡로 2858,37.7588094,128.896512,
강남 종합동물병원,033-263-0513,강원 춘천시 우석로 37,37.8629183,127.7499599,
하나동물병원,033-243-7511,강원 춘천시 춘천로 287-1,37.8809905,127.7450572,매일 10:00 ~ 19:00
원주24시스카이동물메디컬센터,033-813-9975,강원 원주시 서원대로 502,37.3248887,127.9582416,
우리동물병원,033-263-7502,강원 춘천시 동내면 춘천순환로 70,37.8552874,127.7516175,
대명동물병원,033-673-4004,강원 양양군 양양읍 남문로 19,38.0736168,128.6201829,
현대종합동물병원,033-763-9297,강원 원주시 지정면 신지정로 153-15,37.359095,127.8160558,월~금 09:00 ~ 20:00 · 점심시간 월~토 12:00 ~ 13:00
